Time: 2022-11-02 10:17:29 ms:195 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:17:32 ms:209 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:17:35 ms:210 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:18:45 ms:683 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:18:48 ms:679 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:18:51 ms:680 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:18:54 ms:695 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:18:57 ms:696 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:00 ms:696 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:03 ms:698 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:06 ms:710 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:09 ms:724 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:12 ms:726 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:15 ms:727 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:18 ms:743 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:21 ms:745 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:24 ms:755 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:27 ms:756 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:30 ms:757 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:33 ms:772 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:36 ms:772 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:39 ms:774 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:42 ms:775 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:19:45 ms:788 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:28:58 ms:558 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:01 ms:538 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:04 ms:538 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:07 ms:540 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:10 ms:552 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:13 ms:552 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:16 ms:553 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:19 ms:554 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:22 ms:555 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:29:25 ms:568 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:02 ms:861 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:05 ms:851 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:08 ms:853 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:11 ms:867 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:14 ms:868 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:17 ms:880 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:20 ms:881 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:23 ms:883 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:26 ms:897 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:29 ms:899 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:32 ms:914 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:35 ms:915 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:38 ms:928 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:41 ms:930 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:44 ms:943 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:47 ms:944 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:50 ms:945 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:53 ms:960 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:56 ms:961 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:36:59 ms:976 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 10:37:02 ms:978 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:48:44 ms:188 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:48:47 ms:177 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:48:50 ms:177 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:48:53 ms:179 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:48:56 ms:181 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:13 ms:686 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:16 ms:678 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:19 ms:694 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:22 ms:695 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:25 ms:695 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:28 ms:709 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:31 ms:710 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 11:50:34 ms:711 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:35 ms:668 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:38 ms:647 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:41 ms:648 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:44 ms:665 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:47 ms:679 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:50 ms:694 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:53 ms:694 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:56 ms:708 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:06:59 ms:710 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:13:48 ms:158 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:13:51 ms:149 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:13:54 ms:150 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:13:57 ms:161 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:14:00 ms:162 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:14:03 ms:163 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:14:06 ms:177 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:28 ms:467 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:31 ms:458 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:34 ms:458 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:37 ms:459 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:40 ms:460 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:43 ms:462 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:46 ms:474 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:49 ms:475 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:52 ms:477 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:55 ms:478 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:16:58 ms:490 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:01 ms:491 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:04 ms:507 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:07 ms:509 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:10 ms:523 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:13 ms:523 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:16 ms:538 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:19 ms:538 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:22 ms:539 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:25 ms:553 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:17:28 ms:554 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:24:45 ms:718 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:24:48 ms:709 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:24:51 ms:710 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:24:54 ms:711 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:24:57 ms:712 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:55:02 ms:758 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:55:46 ms:376 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:55:49 ms:365 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:55:52 ms:365 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:55:55 ms:367 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:55:58 ms:368 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:01 ms:380 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:04 ms:382 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:07 ms:383 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:10 ms:396 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:13 ms:398 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:16 ms:399 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:19 ms:412 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:22 ms:415 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:25 ms:417 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:28 ms:428 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:31 ms:429 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:34 ms:443 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:37 ms:444 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:40 ms:446 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:43 ms:459 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 12:56:46 ms:460 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:01 ms:509 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:04 ms:491 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:07 ms:492 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:10 ms:506 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:13 ms:508 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:16 ms:509 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:19 ms:521 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:22 ms:524 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:25 ms:537 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:28 ms:538 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:31 ms:540 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:34 ms:553 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:37 ms:555 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:40 ms:568 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:43 ms:570 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:46 ms:572 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:49 ms:574 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:52 ms:590 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:55 ms:599 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:21:58 ms:601 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 13:22:01 ms:601 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:07:28 ms:378 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:07:31 ms:364 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:07:34 ms:365 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:07:37 ms:365 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:07:40 ms:366 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:26:01 ms:735 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:26:04 ms:733 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:26:07 ms:743 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:26:10 ms:743 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:26:13 ms:745 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:26:16 ms:756 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:37:46 ms:369 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:37:49 ms:351 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:37:52 ms:352 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:37:55 ms:365 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:37:58 ms:368 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:01 ms:370 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:04 ms:371 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:07 ms:383 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:10 ms:396 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:13 ms:396 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:16 ms:397 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:19 ms:399 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:22 ms:401 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:25 ms:414 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:28 ms:415 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:31 ms:427 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:34 ms:428 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:37 ms:428 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:40 ms:443 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:43 ms:443 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 14:38:46 ms:444 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 15:01:28 ms:178 Level: LOG ERROR    Message: XSystem socket fail to send command
Time: 2022-11-02 15:01:31 ms:169 Level: LOG ERROR    Message: XSystem socket fail to send command
